name,year_of_study,participation,pe_percent,finals_percent,midterms_percent,afast,level_min_max,exp_min_max,t01_exp,t02_exp,t03_exp,t04_exp,t05_exp,t06_exp,t07_exp,t08_exp,t09_exp,t10_exp,num_videos,avg_videos_completion,confessed_assignments,num_confessed_assignments,batch_1821,batch_1935,batch_2023,major_-,major_Business Analytics,major_Chemistry,major_Computational Biology,major_Data Science and Analytics,major_Faculty of Arts & Social Sci,major_Faculty of Engineering,major_Faculty of Law,major_Faculty of Science,major_Life Sciences,major_Math/Applied Math,major_NUS Business School,major_Pharmacy,major_Physics,major_Quantitative Finance,major_School of Computing,major_School of Design & Environment,major_Statistics,major_Yong Loo Lin School (Medicine)
david_atkinson,1,3.0,0.2333333333333333,0.21,,0,0.72,0.6263740517107912,260,260,240,250,225,225,225,225,225,225,37,0.505,['curve_manipulation'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brian_lopez,1,3.0,0.26666666666666666,0.44,,0,0.84,0.7481679310522785,240,260,240,250,0,250,250,250,225,250,107,0.857,['curve_manipulation'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tammy_brown_md,1,3.0,0.33333333333333337,0.48,,0,0.84,0.7615342932342468,260,280,220,250,250,0,250,225,275,200,4,0.215,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
scott_sanders,1,1.5,0.5666666666666667,0.11,,0,0.8,0.7082752748103421,240,260,240,0,0,225,250,250,0,225,10,0.46799999999999997,['rogue_train'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
april_soto,1,4.0,0.5333333333333333,0.31,,1,0.96,0.9418511637508387,240,240,280,250,275,250,250,250,250,250,43,0.762,"['rogue_train', 'curve_manipulation']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jonathan_cox,1,3.5,0.3,0.3,,1,0.88,0.8175285131857357,260,240,240,225,250,225,225,225,225,225,51,0.6890000000000001,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
emma_gillespie,3,2.0,0.6666666666666667,0.23,,0,0.6,0.46159106156783813,260,240,260,275,275,275,250,0,0,0,21,0.919,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
norman_gonzalez,1,3.5,0.8333333333333333,0.78,,0,0.92,0.8830185271197812,220,260,260,250,250,250,250,250,275,250,15,0.851,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
william_griffin,1,3.5,0.7666666666666667,0.57,,0,0.84,0.7484775765082314,260,260,220,250,225,250,225,250,250,225,81,0.606,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
melanie_hughes,5,4.0,0.6666666666666667,0.86,,0,0.88,0.8460675027093978,260,260,260,250,250,250,250,250,250,250,17,0.645,[''],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
william_cruz,2,2.0,0.26666666666666666,0.35,,0,0.64,0.5097925375445115,260,240,0,250,250,200,250,0,250,200,50,0.882,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
morgan_williams,1,2.5,0.43333333333333335,0.47,,0,0.8,0.7408912628373845,220,220,220,225,225,250,225,225,250,0,113,0.71,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
jonathan_porter,1,3.5,0.5666666666666667,0.4,,0,0.84,0.7680884553852505,240,240,240,250,225,250,225,225,250,225,30,0.55,[''],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mary_wong,3,2.5,0.36666666666666664,0.28,,0,0.76,0.6508876503070651,240,240,240,250,250,250,250,0,250,250,14,0.649,[''],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ronald_stewart,6,4.5,0.9333333333333332,0.55,,1,1.12,1.1112272281570934,240,260,280,275,250,275,250,275,275,250,113,0.556,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
samuel_hayes,1,1.0,,,,1,0.64,0.5426149558755226,240,240,0,225,225,225,0,0,0,225,20,0.114,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grace_davis,1,1.5,0.7,0.41,,0,0.76,0.6697244155442019,240,220,240,0,250,250,250,0,0,250,27,0.644,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
cody_berry,4,3.5,0.5333333333333333,0.27,,1,0.76,0.6429916911802652,260,260,260,250,250,250,250,250,275,250,2,0.995,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
david_gomez,2,3.0,0.5666666666666667,0.71,,0,0.96,0.9422640243587759,260,240,260,250,225,250,250,250,250,250,5,0.47200000000000003,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
luke_martinez,2,3.0,0.8,0.44,,0,0.68,0.5596454559529339,220,240,240,250,250,250,250,225,225,250,9,0.843,[''],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david_chavez,2,3.0,0.2333333333333333,0.15,,1,0.76,0.6685374412963823,240,240,240,250,250,250,250,250,0,250,50,0.589,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jeff_ferguson,1,3.5,0.26666666666666666,0.12,,1,0.84,0.7532254734995097,260,260,220,275,275,250,275,0,225,250,57,0.794,['to_infinity_and_beyond'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ivan_kramer,2,3.0,0.8333333333333333,0.5,,0,1.04,1.0214300459307426,220,220,260,250,275,250,275,275,275,0,27,0.92,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
zachary_beasley,2,4.0,0.7,0.57,,0,0.84,0.7839319812148423,240,260,260,250,250,250,250,250,275,250,29,0.8440000000000001,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
debra_smith,1,2.5,0.8666666666666667,0.52,,1,1.0,0.9560948547246736,240,200,220,250,250,225,225,225,0,225,44,0.542,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
andrew_alexander,1,3.0,0.4,0.25,,1,0.88,0.8424549723899468,240,240,260,250,250,225,250,250,250,250,28,0.604,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
margaret_keith,1,4.5,0.7,0.76,,0,1.04,1.007599215564845,260,260,260,250,250,250,275,275,250,225,13,0.20199999999999999,[''],0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gregory_krause,1,3.0,0.3,0.62,,0,0.96,0.9165634515146823,260,0,240,250,250,225,250,250,275,275,46,0.815,[''],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ashley_figueroa,5,0.5,0.1,,,1,-0.44,-0.18758063683748774,260,260,220,250,0,0,0,0,0,0,2,0.385,[''],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
william_watts,1,1.0,0.0,0.04,,0,-0.32,-0.1375728957010889,260,240,0,200,250,250,225,0,0,0,6,0.478,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
matthew_smith,1,3.0,0.3,0.35,,1,0.76,0.6454688548278887,200,260,200,250,0,250,250,250,275,250,34,0.866,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kathleen_miller,1,3.5,0.36666666666666664,0.14,,0,0.8,0.7046627444908913,260,240,200,250,275,225,225,225,225,200,32,0.608,['rogue_train'],1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alicia_walker,1,3.0,0.5333333333333333,0.36,,1,0.88,0.8172188677297827,240,240,240,200,225,225,225,250,0,225,40,0.6679999999999999,['rogue_train'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
omar_barnett,1,2.5,0.2333333333333333,,,1,0.68,0.5862233575888941,220,240,220,225,250,0,225,225,225,225,38,0.737,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
april_turner,1,3.0,0.13333333333333333,0.21,,0,0.84,0.768914176601125,260,260,240,0,225,250,250,250,250,225,28,0.015,['ippt'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
james_rowland,1,3.5,0.4,0.32,,0,0.84,0.7553413841151881,240,260,260,250,250,225,250,225,250,250,35,0.8220000000000001,[''],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edwin_mack,1,3.0,0.36666666666666664,0.19,,1,0.84,0.7597280280745213,220,260,240,225,225,200,225,225,225,225,21,0.564,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
karen_houston,1,3.5,0.7,0.29,,0,0.84,0.7620503689941683,220,240,260,250,225,250,250,250,250,250,25,0.596,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
justin_zimmerman,3,0.0,,,,0,-0.44,-0.18138772771842906,220,0,0,0,0,0,0,0,0,0,20,0.732,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
william_castro,1,1.0,0.7,0.28,,0,0.92,0.8612917376270837,0,260,240,250,250,0,0,250,0,0,2,0.065,[''],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
connie_fisher,2,2.5,0.5,0.27,,0,0.84,0.7483227537802549,240,260,260,250,250,0,250,250,0,250,2,0.185,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
derek_moore,3,4.0,0.33333333333333337,0.37,,0,0.88,0.8081359343551633,260,260,260,250,250,250,225,225,250,250,2,0.04,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stephanie_bell,1,3.0,0.8666666666666667,0.48,,0,0.84,0.7913118645817206,0,260,240,275,225,200,200,200,225,225,55,0.7140000000000001,[''],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emily_alexander,1,3.0,0.5333333333333333,0.27,,0,0.88,0.8282628889921041,240,240,240,225,250,250,225,250,250,250,16,0.501,['rogue_train'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
claudia_moore,3,3.0,0.5666666666666667,0.46,,0,0.84,0.7713397326727564,240,260,240,250,250,250,225,225,250,275,0,0.0,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
allison_sanders,3,0.5,0.2,0.15,,1,-0.12,-0.05861330443309078,0,260,0,200,225,0,0,225,0,0,41,0.743,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jeffrey_ruiz,2,3.5,0.43333333333333335,0.23,,0,0.84,0.7502838416679568,260,260,260,250,250,250,250,250,250,250,18,0.391,"['dragonize', 'curve_manipulation']",2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kayla_nolan,1,3.5,0.5333333333333333,0.31,,0,0.76,0.6677117200805078,220,260,260,250,250,250,225,225,225,250,12,0.557,"['rogue_train', 'curve_manipulation']",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kenneth_johnson,1,3.0,0.5333333333333333,0.49,,0,0.84,0.7501806265159725,200,260,240,0,250,275,250,250,250,250,41,0.067,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
curtis_mills,2,3.0,0.43333333333333335,0.35,,1,0.76,0.6588868245858492,0,260,260,275,250,275,275,275,275,225,29,0.414,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus_moore,1,3.0,0.8333333333333333,0.56,,0,0.96,0.9481472880218816,240,240,240,250,275,250,250,250,250,250,34,0.846,[''],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
john_price,2,3.5,0.43333333333333335,0.28,,0,0.84,0.776190844816019,240,260,240,200,250,250,275,250,250,275,32,0.741,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
john_hubbard_md,1,1.0,,,,1,0.72,0.5970093409712546,260,200,220,225,0,225,0,0,0,275,37,0.535,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
jason_blake,2,2.5,0.7333333333333333,0.45,,1,0.88,0.820624967745265,260,240,260,250,0,250,250,250,0,275,24,0.652,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
leslie_moore,2,4.0,0.9666666666666667,0.84,,0,1.0,1.0004257625019353,260,260,260,250,250,250,250,250,250,250,7,0.74,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
erika_hill,1,3.0,0.36666666666666664,0.4,,1,0.72,0.6182716622800227,260,260,220,0,275,250,250,200,250,200,31,0.37,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
colleen_davis,2,2.5,0.43333333333333335,0.18,,1,0.4,0.2876219228982815,240,240,240,250,250,250,250,250,0,250,12,0.591,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
michael_adams,1,3.0,0.4,0.26,,0,0.8,0.7112169066418951,220,240,220,225,225,225,225,225,225,250,70,0.21100000000000002,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
michael_walker,1,4.0,0.6666666666666667,0.59,,0,0.92,0.8720777210094441,260,240,260,250,250,250,250,275,275,250,12,0.32799999999999996,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ernest_walker,1,3.0,0.5,0.47,,0,0.96,0.9256979924652939,260,240,220,250,225,250,250,300,250,225,19,0.659,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
krystal_bell,2,3.0,0.6333333333333333,0.63,,0,0.96,0.9292073076327605,240,260,280,250,0,250,275,250,250,250,2,0.49,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
monica_carr,2,0.0,,0.16,,1,0.72,0.5942225318676781,0,0,0,0,0,0,0,0,0,0,0,0.0,"['cyclic_runes', 'cheryl_s_birthday', 'part_iii', 'rogue_train', 'hungry_games_training', 'funky_merge_spell']",6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
maria_bullock,5,4.0,0.7,0.48,,0,1.0,0.9606879289879754,260,260,260,275,250,275,275,275,275,275,29,0.6890000000000001,[''],0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
emily_lee,1,3.5,0.6666666666666667,0.51,,0,0.84,0.7498193734840275,260,240,240,250,250,250,225,225,225,225,8,0.7559999999999999,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
deborah_hall,1,4.0,0.4666666666666666,0.43,,0,0.92,0.8911725241265418,260,260,260,275,275,275,275,275,300,275,5,0.596,[''],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melissa_nguyen,1,0.0,,,,0,-1.08,-0.3356943799349745,0,0,0,0,0,0,0,0,0,0,0,0.0,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
jon_taylor,1,4.5,0.6666666666666667,0.51,,0,1.08,1.0725215461629767,260,260,260,250,250,250,250,250,250,250,8,0.395,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
william_phillips,2,3.5,0.5333333333333333,0.25,,0,0.88,0.8360040253909274,260,240,240,250,250,250,250,250,250,250,5,0.386,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ronald_lopez,1,3.5,0.5333333333333333,0.32,,1,0.64,0.5124761314961036,260,260,260,250,250,250,250,250,250,250,10,0.307,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kimberly_russell,1,3.5,0.4,0.15,,1,0.84,0.7485807916602157,220,260,260,250,275,250,250,250,250,250,24,0.812,['rogue_train'],1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
leslie_spencer,1,3.5,0.6333333333333333,0.26,,1,0.88,0.813348299530371,240,260,260,250,250,250,250,250,250,250,7,0.7290000000000001,[''],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hailey_solomon,2,3.5,0.43333333333333335,0.31,,0,0.84,0.7836739433348816,260,220,200,225,275,250,250,250,250,225,9,0.294,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sarah_johnson,1,4.5,0.6333333333333333,0.32,,0,0.96,0.9115059090674511,240,220,260,250,250,275,275,275,275,275,54,0.7809999999999999,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
david_sharp,1,3.0,0.5666666666666667,0.26,,1,0.72,0.5962352273313722,220,220,220,200,225,225,225,225,225,225,34,0.55,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
victor_bell,4,4.5,0.6,0.35,,0,0.84,0.7664370129535015,260,260,260,275,275,275,250,275,275,275,12,0.6990000000000001,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
peter_stewart,1,3.5,0.7,0.61,,0,0.92,0.8986556226454043,260,260,260,250,250,250,250,250,250,250,41,0.695,[''],0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lori_huff_dvm,1,3.0,0.9333333333333332,0.88,,0,0.92,0.8849796150074831,220,220,240,250,250,0,250,250,250,250,34,0.031,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
matthew_stanley,2,3.0,0.6666666666666667,0.37,,1,0.96,0.9287428394488311,240,260,260,275,250,250,225,275,225,225,45,0.7440000000000001,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
joseph_blair,2,3.5,0.6666666666666667,0.31,,0,0.84,0.7929116994374774,260,260,260,250,250,275,250,275,275,275,28,0.654,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
theresa_smith,1,3.0,0.6333333333333333,0.56,,0,0.84,0.7584894462507096,0,260,260,250,250,250,250,250,275,250,0,0.0,[''],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amanda_spears,1,4.0,0.7333333333333333,0.66,,0,0.92,0.9026294059968003,260,260,240,225,250,225,250,225,225,250,13,0.475,[''],0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeremiah_rubio,2,1.0,0.5666666666666667,0.15,,1,0.84,0.7530706507715332,240,220,240,0,0,0,250,225,225,0,11,0.768,['ippt'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
justin_miller,1,4.0,0.7,0.41,,0,0.84,0.7684497084171956,240,240,220,275,275,250,275,275,275,275,13,0.49200000000000005,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
christopher_foster,2,3.0,0.16666666666666669,0.39,,0,0.8,0.7173582081849615,240,240,240,250,250,250,250,250,250,200,10,0.631,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frank_martin,1,3.0,0.26666666666666666,0.31,,1,0.8,0.7047659596428756,220,220,260,250,250,250,250,225,250,250,60,0.882,"['rogue_train', 'curve_manipulation']",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
margaret_bailey,1,1.5,0.33333333333333337,0.36,,1,0.84,0.7671079114413996,260,240,260,250,250,225,250,0,0,0,35,0.968,['rogue_train'],1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
danielle_duncan,2,3.0,,,,1,0.6,0.4818212313567632,260,200,260,250,250,275,250,250,0,225,12,0.573,"['writing_a_sorting_spell', 'runic_painting', 'magic_efficiency', 'advanced_spells', 'rogue_train', 'ippt', 'kochize', 'dragonize', 'curve_manipulation']",9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
theresa_moore,1,3.5,0.33333333333333337,0.7,,1,0.92,0.8690844816018991,260,240,220,250,250,250,250,275,225,275,92,0.109,[''],0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew_lewis,2,3.5,0.6,0.52,,0,0.84,0.7565283583630077,220,200,220,225,225,275,275,250,250,250,3,0.0,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
robert_jones,2,2.5,0.8666666666666667,0.79,,0,0.96,0.9465474531661248,260,240,260,250,250,200,0,200,225,250,30,0.772,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
michael_gomez,1,3.5,0.43333333333333335,0.32,,0,0.84,0.7632889508179801,260,260,260,275,275,275,275,250,250,250,40,0.863,[''],0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tanya_walters,1,3.5,0.6,0.51,,0,0.84,0.7623600144501212,260,280,240,275,275,275,250,225,225,225,27,0.157,[''],0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeremiah_oconnell,1,4.0,0.425,0.2533333333333333,0.4,1,0.8,0.7594440133515623,275,275,275,275,250,225,275,225,275,,41,0.8320000000000001,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kelly_lewis,1,2.0,0.875,0.7733333333333333,0.64,0,0.75,0.6010481715503331,225,275,0,250,0,275,250,250,250,,17,0.062,[''],0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eric_stone,1,3.0,0.65,0.6133333333333334,0.7,0,0.9,0.891604774045745,275,275,275,250,250,225,250,250,200,,7,0.327,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
debbie_fernandez,1,4.5,0.85,0.58,0.7,0,1.05,1.0782679919693554,275,275,275,250,275,275,275,275,275,,13,0.263,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micheal_sims,1,4.0,0.95,0.7733333333333333,0.74,0,0.85,0.8383955954624394,250,250,250,275,250,250,275,225,275,,24,0.35200000000000004,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
michael_joseph,1,3.0,0.75,0.37333333333333335,0.26,0,0.8,0.7069738511374692,250,225,275,200,275,275,200,275,200,,42,0.384,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gary_snyder,1,1.0,0.15,0.3133333333333333,0.25,1,0.8,0.643480028082622,225,200,0,200,0,225,225,225,0,,34,0.612,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
crystal_mejia,1,3.0,0.05,0.24,0.22,1,0.8,0.7054342337016097,250,250,250,225,275,275,200,275,225,,24,0.423,['funky_merge_spell'],1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
william_meyers,1,3.0,0.45,0.6,0.36,0,0.8,0.781183411545899,250,225,200,225,200,200,225,225,275,,11,0.735,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anne_thompson,1,3.5,1.0,0.72,0.58,0,0.85,0.8486186552365467,250,250,275,275,275,275,275,275,275,,19,0.235,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mary_parker,1,3.0,0.425,0.58,0.3,0,0.8,0.6728559287588219,250,250,250,200,250,250,225,200,225,,16,0.10300000000000001,[''],0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stephanie_johnson,2,3.0,0.475,0.48666666666666664,0.61,1,0.8,0.7830925371663648,250,225,250,200,225,225,225,225,225,,52,0.361,[''],0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
pamela_williams,1,2.5,0.05,0.07333333333333333,0.08,0,0.5,0.4025606917193216,225,225,200,200,275,200,225,275,0,,12,0.048,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allison_gregory,1,3.0,0.9,0.6266666666666666,0.21,0,0.8,0.7652329749103942,225,250,225,225,250,225,225,250,275,,36,0.354,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amanda_morgan,1,2.5,0.6,0.5133333333333333,0.48,0,0.7,0.5833117786892312,225,225,225,225,225,200,225,225,200,,26,0.446,['rogue_train'],1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
samantha_nguyen,3,2.5,0.175,0.21333333333333332,0.15,1,0.8,0.629931394647058,250,225,225,225,200,225,225,200,200,,121,0.377,['rogue_train'],1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mrs._mary_hammond,1,3.0,0.425,0.29333333333333333,0.46,1,0.8,0.6303624875290987,250,275,275,275,250,200,200,200,200,,20,0.348,"['part_iii', 'runic_painting', '2048', 'hungry_games_training']",4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
richard_saunders,1,3.0,0.425,0.38,0.64,0,0.8,0.6397233615391247,225,250,250,250,250,200,200,200,225,,32,0.501,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
raymond_guerra,1,3.5,0.875,0.6533333333333333,0.53,0,0.8,0.7489130300902831,225,225,250,225,250,250,275,250,225,,41,0.44799999999999995,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
donald_williams,1,4.5,0.5,0.43333333333333335,0.4,0,0.85,0.8000899136582541,275,275,275,275,275,275,275,275,275,,48,0.446,[''],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
christopher_gilmore,1,3.5,0.575,0.5333333333333333,0.4,0,0.8,0.7691743955461946,225,225,225,250,250,250,250,250,250,,29,0.179,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diana_lee,1,3.0,0.525,0.48666666666666664,0.4,0,0.8,0.6343654928623335,250,250,250,225,250,200,225,200,200,,2,0.06,[''],0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
